source,pmid_number,reviewer_1_2,reviewer_2_3,pdf_in_folder,link_to_paper,authors,title,journal,issue_number_page_numbers,link_to_paper_2,reviewer_1_11,reviewer_2_12,data_available,sample_description,sample_size,clustering,clustering_dealt_with,exposure_s,mediator_s,outcome_s,exposure_randomized,name_of_mediation_method,citation_for_mediation_method,causal_mediation_yes_no,if_causal_which_estimand_1_controlled_direct_and_indirect_2_natural_direct_and_indirect_effects_or_3_stochastic_randomized_interventional_direct_and_indirect_effects,effects_of_interst_nie_nde_etc,if_baron_kenny_examine_whether_no_interaction_b_w_tx_and_mediator_on_outcome,if_b_k_examine_linear_relationship_b_w_mediator_and_outcome,covariates_in_exposure_mediator_model,covariates_in_mediator_outcome_model,covariates_in_exposure_outcome_model,any_justification_for_covariates,baseline_value_of_mediator_adjusted_for,baseline_value_of_outcome_adjusted_for,temporal_ordering_of_exposure_before_mediator_yes_no,temporal_ordering_of_mediator_before_outcome_yes_no,discussion_of_mediation_assumptions_yes_no,sensitivity_analyes_to_assumptions_yes_no,does_model_control_for_other_post_exposure_variables_yes_no,reviewer,reviewer_1,reviewer_2,x40
2,24575063,Kelly,Adam,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC3918932/,Gerstenberg et al,"Discrepancies between implicit and explicit self-concepts of intelligence: relations to modesty, narcissism, and achievement motivation",Frontiers in Psychology,"5, 85",NA,NA,Adam,no,Students from two major German universities,84,no,na,implicit and explicit self-concept of intelligence,achievement motivation,performance-based assessments of intelligence,no,Bootstrap,Preacher and Hayes 2008,no,na,indirect,no,no,no specific model given,no specific model given,no specific model given,no,no,no,no,no,no,no,no,B,NA,NA,NA
2,25071670,Ian,Adam,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4085718/,Real et al,Well-being in amyotrophic lateral sclerosis: a pilot experience sampling study,Frontiers in Psychology,"5, 704",NA,NA,Adam,no,Adults with ALS in Germany,10,no,na,balance of demand and control,thinking about the past,well-being,no,B & K,"yes, (MacKinnon et al., 2002; Kenny et al., 2003)",no,na,indirect,no,no,no,no,no,no,no,no,no,no,no,no,no,B,NA,NA,NA
2,25083601,Liz,Adam,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S016503271400439X/pdfft?md5=055ea0b49f596f9c10f7cfd85ff932f8&pid=1-s2.0-S016503271400439X-main.pdf,Li et al.,Coping strategies as mediators of the effect of the START (strategies for RelaTives) intervention on psychological morbidity for family carers of people with dementia in a randomised controlled trial,Journal of Affective Disorders,"168, 298 - 305",NA,NA,Adam,no,self-identified primary family carers,187,no,na,START intervention,Emotion focused coping,Hospital Anxiety and Depression Scale (HADS-T),yes,MacKinnon joint significance,MacKinnon et al. 2002,no,na,indirect,NA,NA,age and gender but no specific model given,age and gender but no specific model given,age and gender but no specific model given,no,yes,no,no,no,"not really, but did talk about the steps of a proper B & K mediation analysis",no,controlled for post randomization,B,NA,NA,NA
2,25451409,Ian,Adam,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032714006259/pdfft?md5=99e5895ffb8620d3f6c02f04215ca467&pid=1-s2.0-S0165032714006259-main.pdf,Garthus-Niegel et al.,"Maintaining factors of posttraumatic stress symptoms following childbirth: A population-based, two-year follow-up study",Journal of Affective Disorders,"Vol 172, pg 146-152",NA,NA,Adam,no,"Akershus Birth Cohort, a prospective cohort study on pregnant women in Norway",1473,no,na,PTSD (8 weeks after childbirth),Insomnia,PTSD (2 years after childbirth),no,B & K,"yes, (Baron and Kenny, 1986)",no,na,indirect,no,no,doesn't list covariates in model,doesn't list covariates in model,doesn't list covariates in model,no,no,no,no,no,no,no,no,B,NA,NA,NA
2,26395975,Kelly,Adam,Y,https://onlinelibrary-wiley-com.ezp.welch.jhmi.edu/doi/epdf/10.1111/jcpp.12464,van Goozen et al,Identifying mechanisms that underlie links between COMT genotype and aggression in male adolescents with ADHD,Journal of Child Psychology and Psychiatry,"57,4, 472-480",NA,NA,Adam,no,Males aged 10–17 years with ADHD at UK community clinics,194,no,na,COMT Val158Met (a single nucleotide polymorphism),empathy for fear/ fear conditioning (WCST perseverative errors/GNG inhibition),Agression,no,Bootstrap,"Preacher and Hayes 2008 & MacKinnon,Lockwood, Hoffman, West, and Sheets 2002",no,na,indirect,no,no,no specific model given,no specific model given,no specific model given,no,no,no,no,no,no,no,IQ,B,NA,NA,NA
2,26680699,Ian,Adam,Y,https://onlinelibrary-wiley-com.ezp.welch.jhmi.edu/doi/epdf/10.1111/jcpp.12495,Brody et al.,Family centered prevention ameliorates the longitudinal association between risky family processes and epigenetic aging,Journal of Child Psychology and Psychiatry,"57, 5, pg 566-574",NA,NA,Adam,no,Strong African American Families trial (SAAF). One youth and one parent from African American families who resided in rural Georgia,399,no,na,Parents' level of depressive symptoms,harsh parenting,Epigenetic aging in children,no,non- parametric bootstrap,none,no,na,indirect,no,no,"The article says, ""Gender, family SES risk, BMI,smoking, unhealthful behaviors, and methylationbatch were controlled in the model."" But doesn't list any specific models.","The article says, ""Gender, family SES risk, BMI,smoking, unhealthful behaviors, and methylationbatch were controlled in the model."" But doesn't list any specific models.","The article says, ""Gender, family SES risk, BMI,smoking, unhealthful behaviors, and methylationbatch were controlled in the model."" But doesn't list any specific models.","not directly for inclusion in mediation model, but did discuss why certain covariates are important (like SES)",no,no,no,no,"not really. Only that there should be ""significance"" between paths.",no,no,B,NA,NA,NA
2,26779077,Ian,Adam,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4700277/,Zumeta et al.,Collective Efficacy in Sports and Physical Activities: Perceived Emotional Synchrony and Shared Flow,Frontiers in Psychology,"6, 1960",NA,NA,Adam,no,University students who participated in weekly physical activity,276,no,na,"two psychosocial processes (In-Group Identity, Identity Fusion)","Shared Flow, Emotional Synchrony",collective efficacy,no,Bootstrap in SPSS,"yes, (Preacher and Hayes, 2004)",no,na,indirect,no,no,none listed,none listed,none listed,no,no,no,no,no,a little bit,no,no,B,NA,NA,NA
2,27242616,Ian,Adam,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4863887/,Arnoux-Nicolas et al.,Perceived Work Conditions and Turnover Intentions: The Mediating Role of Meaning of Work,Frontiers in Psychology,"7, 704",NA,NA,Adam,no,Various adult French employees,336,yes,yes,perceived working conditions,meaning of work,turnover intentions,no,B & K,"yes, (Baron and Kenny, 1986 : Preacher and Hayes, 2008)",no,na,direct and indirect,no,no,"No explicit mediation model is giving, but age, gender and education level were included in all the regression","No explicit mediation model is giving, but age, gender and education level were included in all the regression","No explicit mediation model is giving, but age, gender and education level were included in all the regression",yes,no,no,no,no,only that effects between different mediation models should be significant,no,no,B,NA,NA,NA
2,27341422,Ian,Adam,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032716304633/pdfft?md5=e545f4e2cd63c531ee035aa175a3f8b3&pid=1-s2.0-S0165032716304633-main.pdf,Takagaki et al.,Mechanisms of behavioral activation for late adolescents: Positive reinforcement mediate the relationship between activation and depressive symptoms from pre-treatment to post-treatment,Journal of Affective Disorders,"204, 70-73",NA,NA,Adam,no,"18–19 year-old freshman students
at Hiroshima University",61,no,na,activation,positive reinforcement,alleviation of depressive symptoms,no,Bootstrap in SPSS,"yes, (MacKinnon et al., 2004)",no,na,direct and indirect,no,no,none listed,none listed,none listed,no,no,no,no,no,no,no,no,B,NA,NA,NA
2,27529648,Jeannie,Adam,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0022395616301947/pdfft?md5=5110c8db596141150f50e0dcbba4bad4&pid=1-s2.0-S0022395616301947-main.pdf,NA,"Behavioral impulsivity mediates the relationship between decreased
frontal gray matter volume and harmful alcohol drinking: A voxelbased
morphometry study",Journal of Psychiatric Research,"83, 16-23",NA,NA,Adam,no,right handed male subjects,99,no,na,harmful drinking behaviors,Impulsivity,frontal gray matter,no,Sobel's test,Sobel 1982,no,na,indirect,no,no,"no specific models given but  alcohol and nicotine lifetime exposure, age, education, and BMI","no specific models given but  alcohol and nicotine lifetime exposure, age, education, and BMI","no specific models given but  alcohol and nicotine lifetime exposure, age, education, and BMI",NA,no,no,no,no,not really,no,no,B,NA,NA,NA
2,27566836,Ian,Adam,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0022395616301959/pdfft?md5=973e7784f2cdae54106defd5bc21abd2&pid=1-s2.0-S0022395616301959-main.pdf,Vogt et al.,The role of early adversity and recent life stress in depression severity in an outpatient sample,Journal of Psychiatric Research,"83, 61-70",NA,NA,Adam,no,"Adults (ages 18 - 65) with at one or more  ICD-10
disorders",473,no,na,"pre-, peri- and/or postnatal stress",recent life stress,depression severity,no,Bootstrap,Hayes 2013,no,na,direct and indirect,no,no,"education, sex, age, information sources","education, sex, age, information sources","education, sex, age, information sources",yes,no,no,no,no,no,no,no,B,NA,NA,NA
2,27743528,Ian,Adam,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0022395616304794/pdfft?md5=555cd84eb2cba709cfcb7028f84174eb&pid=1-s2.0-S0022395616304794-main.pdf,"Stanley, I. Joiner, T. & Bryan, C.",Mild traumatic brain injury and suicide risk among a clinical sample of deployed military personnel: Evidence for a serial mediation model of anger and depression,Journal of Psychiatric Research,"84, 161-168",NA,NA,Adam,no,Military personnel with suspected head injury (primarily male),147,no,na,Mild traumatic brain injury,anger/depression,Suicide Risk,no,Bootstrap in SPSS,"yes, (Hayes, 2013)",no,na,indirect,no,no,none listed,none listed,"There is a supplementary table 1, where previous traumatic brain injuries are listed as a covariate in mediation model",no,no,no,no,no,only the significance between pathways,yes,no,B,NA,NA,NA
2,27775415,Ian,Adam,NA,NA,Williamson,Education and Job-Based Interventions for Unmarried Couples Living With Low Incomes: Benefit or Burden?,Journal of Consulting and Clinical Psychology," Vol. 85, No. 1, pp. 5–12",NA,Adam,NA,no,"Couples of lower SES. Most participants
were African American (52%), with Hispanic/Latino participants
making up 20% of the sample",5102,no,no,Father Schooling or Job related interventions,Various family characteristics such as income and time spent with child,Marriage rates 3 years later,no,Just says bootstrap (B & K),no,no,no,no,no,no,"The author lists 66 covariates for their analysis, but doesn't explicitly state they were included in the mediation",NA,NA,yes,no,no,no,no,no,no,not really. They do examine time spent as a result of receiving intervention,B,NA,NA,NA
2,27893259,Kara,Adam,N,http://eds.a.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=fd1aa833-0199-416f-8051-919d744d918c%40sessionmgr4009&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2016-57451-001&db=pdh,Egan et al,Adolescent Conscientiousness Predicts Lower Lifetime Unemployment,Journal of Applied Psychology,"Vol 102, No 4, 700-709",https://findit-library-jhu-edu.ezp.welch.jhmi.edu/resolve?ID=doi:10.1037/apl0000167&genre=article&atitle=Adolescent%20conscientiousness%20predicts%20lower%20lifetime%20unemployment.&title=Journal%20of%20Applied%20Psychology&issn=00219010&isbn=&volume=102&issue=4&date=20170401&aulast=Egan%2C%20Mark&spage=700&pages=700-709&sid=EBSCO:Business%20Source%20Ultimate:124755656,NA,Adam,no,British Cohort Study,4206,no,na,higher conscientiousness in adolescence,academic motivation and educational attainment,lower unemployment,no,Karlson Holm Breen in Stata,"(Kohler, Bernt Karlson, & Holm, 2011)",no,na,indirect,no,no,NA,NA,"gender, SES, education",yes,no,no,no,no,no,no,personality measures,B,NA,NA,NA
2,27920734,Ian,Adam,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC5118950/,Li et al.,"Role of Stressful Life Events, Avoidant Coping Styles, and Neuroticism in Online Game Addiction among College Students: A Moderated Mediation Model",Frontiers in Psychology,"7, 1794",NA,NA,Adam,no,Chinese college students,651,yes,yes,stressful life events,avoidant coping strategy,Online gaming addiction,no,B & K,Baron and Kenny 1986,no,na,indirect,no,yes,"says control for relevant variables (i.e., gender and college year) but doesn't give specific model imputs","says control for relevant variables (i.e., gender and college year) but doesn't give specific model imputs","says control for relevant variables (i.e., gender and college year) but doesn't give specific model imputs",no,no,no,no,no,"not really, but does give a sentence on partial and full mediation",no,no,B,NA,NA,NA
2,27992853,Kelly,Adam,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032716312034/pdfft?md5=1eeedde70c466980632f401d0742056d&pid=1-s2.0-S0165032716312034-main.pdf,Suzuki et al,CLOCK gene variants associated with the discrepancy between subjective and objective severity in bipolar depression,Journal of Affective Disorders,210,14-18,NA,Adam,no,"Inpatients of San Raffaele Hospital in Milano and who met the
criteria for a major depressive episode",132,no,na,rs1801260 Polymorphism (allele),"Generalization
Across Time",self rated depression (Beck Depression Inventory) & observer rated depression (Hamiliton Depression Rating Scale),no,B & K/ Bootstrap,"Baron and Kenny 1986; Preacher and Hayes, 2008",no,na,indirect,no,yes,no covariates given,no covariates given,no covariates given,no,no,no,no,no,"not really, but did lay out the three step process for proper B & K mediation",no,no,B,NA,NA,NA
2,28113121,Ian,Adam,NA,NA,Malhi,Irritability and internalizing symptoms: Modeling the mediating role of emotion regulation,Journal of Affective Disorders,"211, 144-149",NA,Adam,NA,no,112 adolescent females ages 14-16 from a local school,112,no,no,Irritability,emotion regulation,Internalizing symptoms,no,Bootstrap (B & K),Schumacker and Lomax (2010,no,no,no,no,no,not listed,not listed,not listed,no,no,no,no,no,no,no,Some latent variables but wouldn’t say post exposures,B,NA,NA,NA
2,28189964,Ian,Adam,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032716313271/pdfft?md5=1f461fc9ae39a539cf71bbca899290d6&pid=1-s2.0-S0165032716313271-main.pdf,Huh et al.,The relationship between childhood trauma and the severity of adulthood depression and anxiety symptoms in a clinical sample: The mediating role of cognitive emotion regulation strategies,Journal of Affective Disorders,"213, 44-50",NA,NA,Adam,no,Patients with depressive disorder,585,no,na,childhood trauma,Adaptive cognitive emotion regulation,Anxiety/Depression,no,Bootstrap,no,no,na,direct and indirect,no,no,"Age, gender and covariates given as covariates; doesn’t specify the model","Age, gender and covariates given as covariates; doesn’t specify the model","Age, gender and educational years",yes,no,no,no,no,yes,no,controls for other childhood trauma and emotional outcomes,B,NA,NA,NA
2,28287798,Ian,Adam,N,http://eds.a.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=8b53d9d7-0a08-491f-9c4f-469c9fbbae66%40sessionmgr4009&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2017-11100-001&db=pdh,Schmidt  et al.,A randomized clinical trial targeting anxiety sensitivity for patients with suicidal ideation.,Journal of Consulting and Clinical Psycholoy,"Vol 85, No 6, 596-610",https://www.ncbi.nlm.nih.gov/pubmed/?term=28287798,NA,Adam,no,Patients with anxiety and suicidal ideation,74,no,na,psychoeducation or health informaton,changes in anxiety sensitivity,suicidal ideation,yes,Bootstrap,"(Hayes & Scharkow, 2013; Preacher & Hayes, 2008)",no,na,indirect,no,no,doesn't explicitly state any covariates in mediation model,doesn't explicitly state any covariates in mediation model,doesn't explicitly state any covariates in mediation model,doesn't appear so,no,no,no,no,no,no,possible control for other childhood anxiety and depression,B,NA,NA,NA
2,28377740,Ian,Adam,NA,NA,Vuoskoski,The Pleasure Evoked by Sad Music Is Mediated by Feelings of Being Moved,Frontiers in Psychology,NA,NA,Adam,NA,no,Various Adults contact via social media,1,no,no,Sadness,Being moved,Enjoyment,no,B & K,none,no,no,no,no,no,not listed,not listed,not listed,no,no,no,no,no,no,no,no,B,NA,NA,NA
2,28410477,Ian,Adam,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032717300083/pdfft?md5=4b8d54708166558834f2647aa97534ef&pid=1-s2.0-S0165032717300083-main.pdf,Poole et al.,Anxiety among adults with a history of childhood adversity: Psychological resilience moderates the indirect effect of emotion dysregulation,Journal of Affective Disorders,"217, 144-152",NA,NA,Adam,no,Canadian primary care patients aged 18 and older,4006,yes,yes,Adverse childhood experiences,Emotion Dysregulation,Symptoms of anxiety,no,Bootstrap in SPSS,Hayes 2013,no,na,indirect,no,no,"age, gender, ethnicity, education, income, marital status, and employment status","age, gender, ethnicity, education, income, marital status, and employment status","age, gender, ethnicity, education, income, marital status, and employment status",yes,no,no,no,no,no,no,psychological resilience,B,NA,NA,NA
